1240;1480;1500;1500;1990;1000;1500;1010;1000;1990
1240;1480;1500;1500;1990;1000;1490;1000;1000;1990
1240;1480;1490;1510;1990;1000;1490;1000;1000;2000
1240;1480;1500;1500;1990;1000;1490;1000;1000;2000
1250;1480;1500;1500;1990;990;1490;1010;1000;2000
1240;1480;1500;1510;1990;990;1490;1010;990;2000
1250;1480;1500;1500;1990;1000;1490;1010;990;2000
1240;1480;1500;1510;1990;1000;1500;1000;1000;1990
1240;1480;1500;1500;1990;1000;1500;1000;1000;1990
1240;1480;1500;1500;1990;1000;1500;1000;1000;1990
1250;1480;1500;1500;1990;1000;1500;1000;1000;1990
1240;1480;1500;1500;1990;1000;1500;1010;1000;1990
1240;1480;1500;1500;1990;1000;1500;1010;1000;1990
1240;1480;1500;1500;2000;1000;1500;1010;1000;1990
1240;1480;1500;1510;1990;1000;1500;1000;1000;1990
1250;1480;1500;1500;1990;1000;1500;1000;1000;1990
1240;1480;1490;1500;1990;1000;1500;1000;1000;1990
1240;1480;1500;1500;1990;1000;1490;1010;990;1990
1240;1480;1500;1500;1990;1000;1500;1010;990;1990
1240;1480;1500;1510;1990;1000;1500;1010;990;1990
1240;1480;1500;1500;1990;1000;1490;1000;1000;1990
1240;1480;1500;1500;1990;1000;1490;1000;1000;1990
1240;1480;1500;1510;1990;1000;1490;1000;1000;1990
1240;1480;1500;1500;1990;1000;1490;1000;1000;1990
1240;1480;1500;1500;1990;1000;1490;1000;1000;1990
1240;1480;1500;1510;2000;1000;1500;1000;1000;1990
1250;1480;1500;1510;1990;1000;1500;1000;990;1990
1250;1480;1500;1510;1990;1000;1500;1010;990;1990
1250;1480;1500;1510;1990;1000;1500;1010;990;1990
1240;1480;1500;1500;1990;1000;1490;1010;990;1990
1240;1480;1500;1500;1990;1000;1490;1010;1000;1990
1240;1480;1500;1500;2000;1000;1490;1000;1000;1990
1240;1480;1500;1500;1990;1000;1490;1000;1000;1990
1240;1480;1500;1510;1990;1000;1490;1000;1000;1990
1250;1490;1500;1500;2000;1000;1490;1000;1000;1990
1240;1480;1500;1500;1990;1000;1490;1000;1000;1990
1240;1480;1500;1500;1990;1000;1500;1000;1000;1990
1240;1480;1500;1510;1990;1000;1500;1000;1000;1990
1240;1480;1500;1510;2000;1000;1500;1000;1000;1990
1240;1480;1500;1500;1990;1000;1500;1000;1000;1990
1240;1480;1500;1500;2000;1000;1490;1000;1000;1990
1240;1480;1500;1510;1990;1000;1490;1000;1000;1990
1240;1480;1500;1500;1990;1000;1490;1000;1000;1990
1240;1480;1490;1500;2000;1000;1490;1000;1000;1990
1240;1480;1500;1500;1990;1000;1490;1010;1000;1990
1240;1480;1500;1500;1990;1000;1490;1010;1000;1990
1250;1480;1500;1500;1990;1000;1490;1000;1000;1990
1240;1480;1500;1510;1990;1000;1490;1000;990;1990
1240;1480;1500;1500;1990;1000;1490;1000;1000;1990
1240;1480;1500;1510;2000;1000;1490;1000;1000;1990
1240;1480;1500;1510;1990;1000;1490;1000;1000;1990
1250;1480;1500;1500;2000;1000;1490;1000;1000;1990
1240;1480;1500;1500;2000;1000;1490;1010;990;1990
1240;1480;1500;1510;1990;1000;1500;1010;990;1990
1240;1480;1500;1510;2000;1000;1500;1000;990;1990
1240;1480;1500;1500;1990;1000;1500;1000;990;1990
1240;1480;1500;1500;1990;1000;1500;1000;990;1990
1240;1480;1500;1500;1990;1000;1500;1000;990;1990
1240;1480;1500;1510;1990;1000;1500;1000;1000;1990
1250;1480;1500;1500;1990;1000;1500;1000;1000;1990
1240;1480;1500;1500;1990;1000;1500;1000;1000;1990
1250;1480;1500;1500;2000;1000;1500;1000;1000;1990
1240;1490;1500;1500;1990;1000;1500;1000;1000;1990
1240;1490;1500;1500;1990;1000;1500;1000;1000;1990
1240;1480;1500;1500;1990;1000;1500;1010;990;1990
1240;1480;1500;1500;2000;1000;1500;1010;990;1990
1240;1480;1500;1500;2000;1000;1500;1000;990;1990
1240;1480;1500;1510;2000;1000;1500;1000;990;1990
1240;1480;1500;1510;2000;1000;1500;1000;990;1990
1240;1480;1500;1510;2000;1000;1490;1010;1000;1990
1250;1480;1500;1500;2000;1000;1490;1010;1000;1990
1250;1480;1500;1334;1990;1000;1490;1000;1000;1990
1250;1480;1490;1324;1990;1000;1490;1000;1000;1990
1250;1480;1500;1324;1990;1000;1490;1000;990;2000
1250;1480;1500;1324;1990;1000;1490;1000;990;2000
1240;1480;1500;1500;1990;1000;1490;1000;1000;1990
1250;1480;1500;1500;2000;1000;1490;1000;1000;1990
1240;1490;1500;1500;1990;1000;1490;1000;1000;1990
1240;1480;1500;1510;1990;1000;1490;1010;1000;1990
1240;1480;1500;1500;1990;1000;1490;1010;1000;1990
1240;1480;1500;1500;1990;1000;1490;1010;1000;1990
1240;1480;1500;1510;2000;1000;1490;1010;1000;1990
1240;1480;1500;1500;1990;1000;1490;1010;1000;1990
1240;1480;1500;1500;2000;1000;1490;1010;1000;1990
1240;1480;1500;1500;1990;1000;1490;1000;1000;1990
1250;1480;1500;1510;1990;1000;1490;1000;990;1990
1240;1480;1500;1500;1990;1000;1490;1000;990;1990
1240;1480;1500;1500;1990;1000;1490;1000;990;1990
1250;1480;1500;1510;2000;1000;1490;1000;990;1990
1240;1480;1500;1500;2000;1000;1490;1000;990;1990
1250;1480;1500;1500;2000;1000;1490;1000;1000;1990
1250;1480;1500;1510;1990;1000;1490;1000;1000;1990
1250;1480;1500;1510;1990;1000;1490;1010;1000;1990
1240;1480;1500;1500;1990;1000;1490;1010;990;2000
1250;1480;1500;1510;2000;1000;1490;1010;990;2000
1240;1480;1490;1500;1990;990;1500;1010;990;2000
1240;1480;1500;1510;1990;990;1500;1010;1000;2000
1240;1480;1500;1510;2000;1000;1490;1000;990;1990
1240;1480;1500;1510;1990;1000;1490;1000;990;1990
1240;1480;1500;1510;1990;1000;1500;1000;990;1990
1250;1480;1500;1500;1990;1000;1500;1000;990;1990
1240;1480;1500;1500;2000;990;1500;1010;1000;1990
1240;1480;1500;1500;1990;1000;1500;1010;1000;1990
1240;1480;1500;1500;1990;1000;1500;1000;990;1990
1240;1480;1500;1500;1990;1000;1500;1000;990;1990
1240;1480;1500;1510;2000;1000;1500;1010;990;1990
1240;1480;1500;1500;1990;1000;1490;1010;990;1990
1240;1480;1500;1500;1990;1000;1490;1000;990;1990
1250;1480;1500;1500;1990;1000;1490;1000;1000;2000
1250;1480;1500;1500;1990;1000;1490;1000;1000;2000
1240;1480;1500;1500;2000;1000;1490;1000;1000;2000
1240;1480;1500;1500;1990;1000;1490;1000;1000;2000
1240;1480;1500;1510;1990;1000;1490;1000;1000;1990
1250;1480;1500;1500;2000;1000;1490;1000;1000;1990
1250;1480;1500;1500;1990;1000;1490;1000;1000;1990
1240;1480;1500;1500;1990;1000;1490;1000;1000;1990
1240;1480;1500;1510;1990;1000;1490;1000;1000;1990
1240;1480;1500;1500;1990;1000;1490;1000;1000;1990
1240;1480;1510;1510;1990;1000;1500;1010;1000;1990
1240;1480;1500;1500;2000;1000;1500;1010;1000;1990
1240;1480;1500;1510;1990;1000;1500;1010;1000;1990
1240;1480;1500;1500;2000;1000;1500;1000;1000;1990
1240;1480;1500;1500;2000;1000;1500;1000;1000;1990
1240;1480;1500;1500;2000;1000;1490;1000;1000;1990
1250;1480;1500;1510;2000;1000;1490;1000;1000;1990
1250;1480;1490;1510;1990;1000;1490;1000;1000;1990
1250;1480;1500;1500;1990;1000;1490;1000;1000;1990
1240;1480;1500;1510;1990;1000;1490;1000;1000;1990
1240;1480;1500;1500;1990;1000;1490;1000;1000;2000
1240;1480;1500;1500;1990;1000;1490;1000;990;1990
1240;1480;1500;1500;2000;1000;1490;1000;990;1990
1250;1480;1500;1500;1990;1000;1500;1000;990;1990
1240;1480;1500;1500;1990;1000;1500;1000;990;1990
1240;1480;1500;1510;1990;1000;1500;1000;990;1990
1250;1480;1490;1500;2000;1000;1490;1000;990;2000
1240;1480;1500;1510;1990;1000;1490;1000;990;2000
1240;1480;1500;1500;1990;1000;1490;1010;1000;1990
1240;1480;1500;1510;1990;1000;1490;1010;1000;1990
1240;1480;1500;1500;2000;1000;1490;1010;1000;1990
1250;1480;1500;1510;2000;1000;1490;1010;1000;1990
1240;1480;1500;1500;1990;1000;1490;1010;1000;1990
1240;1480;1500;1500;1990;1000;1490;1000;1000;1990
1240;1480;1500;1500;1990;1000;1490;1000;990;1990
1240;1480;1500;1500;2000;1000;1500;1000;1000;1990
1250;1480;1510;1500;1990;1000;1500;1000;1000;1990
1240;1480;1500;1510;1990;1000;1490;1000;1000;1990
1240;1480;1500;1500;1990;1000;1490;1000;1000;1990
1250;1490;1500;1510;1990;1000;1490;1000;1000;2000
1240;1480;1500;1500;1990;1000;1490;1000;1000;2000
1240;1480;1500;1500;1990;1000;1490;1000;1000;1990
1240;1480;1500;1500;2000;1000;1500;1000;990;1990
1250;1480;1490;1500;2000;1000;1490;1000;1000;1990
1250;1480;1500;1510;2000;1000;1490;1000;1000;1990
1240;1480;1500;1500;2000;1000;1490;1000;1000;1990
1240;1480;1500;1500;1990;1000;1490;1000;1000;1990
1240;1480;1500;1510;1990;1000;1490;1000;990;1990
1250;1480;1500;1500;1990;1000;1490;1000;1000;1990
1240;1480;1500;1500;1990;1000;1490;1000;1000;1990
1240;1480;1500;1500;1990;1000;1490;1000;1000;1990
1240;1480;1510;1500;1990;1000;1490;1010;990;1990
1250;1480;1500;1510;1990;1000;1490;1010;990;1990
1240;1480;1500;1500;1990;1000;1490;1010;990;1990
1240;1480;1500;1510;1990;1000;1490;1000;1000;1990
1240;1480;1500;1510;1990;1000;1490;1010;1000;1990
1240;1480;1500;1510;1990;1000;1500;1010;1000;1990
1250;1480;1500;1500;1990;1000;1500;1010;1000;1990
1250;1480;1500;1500;1990;1000;1500;1010;1000;1990
1250;1480;1500;1510;1990;1000;1500;1010;1000;1990
1240;1480;1500;1500;1990;1000;1500;1010;1000;1990
1240;1480;1500;1510;2000;1000;1490;1010;990;1990
1250;1480;1500;1510;2000;1000;1490;1010;990;1990
1240;1480;1500;1500;2000;1000;1500;1010;990;1990
1250;1480;1500;1500;1990;1000;1500;1010;1000;1990
1240;1480;1500;1510;1990;1000;1500;1010;1000;2000
1240;1480;1500;1500;1990;1000;1500;1010;1000;2000
1240;1480;1500;1500;1990;1000;1490;1000;990;2000
1240;1480;1510;1500;2000;1000;1490;1000;990;1990
1250;1480;1500;1500;1990;1000;1490;1000;990;1990
1240;1480;1500;1500;1990;1000;1490;1000;990;1990
1250;1480;1500;1500;1990;1000;1490;1000;990;1990
1240;1480;1500;1500;1990;1000;1490;1000;1000;1990
1240;1480;1500;1500;2000;1000;1490;1000;1000;1990
1250;1480;1500;1510;1990;990;1490;1000;1000;1990
1250;1480;1500;1510;1990;990;1490;1000;1000;1990
1250;1480;1500;1510;1990;1000;1500;1000;1000;1990
1240;1480;1500;1500;1990;1000;1500;1000;1000;1990
1240;1480;1500;1500;1990;1000;1500;1000;1000;1990
1240;1480;1500;1500;2000;1000;1490;1010;1000;1990
1240;1480;1500;1500;2000;1000;1490;1010;990;1990
1250;1480;1500;1500;2000;1000;1490;1010;990;1990
1240;1480;1510;1500;1990;1000;1490;1000;990;1990
1250;1480;1500;1510;1990;1000;1490;1000;1000;2000
1250;1480;1500;1510;1990;1000;1490;1000;1000;2000
1240;1480;1500;1500;1990;1000;1500;1010;1000;2000
1240;1480;1500;1500;1990;1000;1490;1010;1000;1990
1240;1480;1500;1500;1990;1000;1490;1010;1000;1990
1240;1480;1500;1510;2000;1000;1490;1000;990;1990
1240;1480;1500;1500;1990;1000;1490;1000;990;1990
1240;1480;1500;1500;1990;1000;1490;1000;990;1990
1240;1480;1490;1500;1990;1000;1490;1000;1000;1990
1240;1480;1500;1500;1990;1000;1490;1000;1000;1990
1240;1480;1490;1510;1990;1000;1490;1000;990;1990
1240;1480;1500;1500;1990;1000;1500;1000;990;1990
1240;1480;1500;1510;2000;1000;1500;1000;990;2000
1240;1480;1500;1500;2000;1000;1490;1000;990;2000
1240;1480;1500;1510;1990;1000;1490;1000;1000;1990
1240;1480;1500;1510;1990;1000;1490;1000;1000;1990
1240;1480;1500;1500;1990;1000;1490;1010;1000;1990
1240;1480;1500;1500;1990;1000;1500;1010;1000;1990
1240;1480;1500;1500;1990;1000;1500;1000;1000;1990
1240;1480;1500;1500;1990;1000;1490;1000;1000;1990
1240;1480;1500;1500;1990;1000;1490;1000;1000;1990
1240;1480;1500;1510;1990;1000;1490;1000;1000;1990
1240;1480;1500;1500;1990;1000;1490;1000;990;1990
1250;1480;1500;1510;1990;1000;1490;1000;990;1990
1240;1480;1500;1500;1990;1000;1500;1000;990;1990
1240;1480;1500;1510;1990;1000;1500;1010;1000;1990
1240;1480;1500;1510;1990;1000;1500;1010;990;1990
1250;1480;1500;1500;1990;990;1500;1010;990;1990
1240;1480;1500;1510;1990;1000;1500;1010;1000;2000
1250;1480;1500;1510;1990;1000;1500;1000;990;1990
1240;1480;1500;1500;1990;1000;1490;1000;990;1990
1240;1480;1500;1500;1990;1000;1500;1000;990;1990
1240;1480;1500;1500;1990;1000;1500;1010;1000;1990
1240;1480;1490;1500;2000;1000;1500;1010;1000;1990
1250;1480;1500;11535836;509440;256000;384000;258560;256000;509440
1240;1480;1500;1510;1990;1000;1500;1000;1000;1990
1240;1480;1500;1500;1990;1000;1500;1000;990;1990
1240;1480;1500;1500;1990;1000;1500;1000;990;1990
1250;1480;1500;1500;1990;1000;1500;1000;990;1990
1240;1480;1500;1510;1990;1000;1500;1000;990;1990
1240;1480;1500;1510;1990;1000;1490;1000;990;1990
1250;1480;1500;1500;1990;1000;1490;1000;1000;2000
1240;1480;1500;1500;1990;1000;1490;1000;1000;2000
1240;1480;1500;1500;1990;1000;1490;1000;1000;2000
1240;1480;1500;1500;1990;1000;1500;1000;990;1990
1240;1480;1500;1500;2000;1000;1500;1000;990;1990
1250;1490;1500;1500;1990;1000;1490;1000;990;1990
1240;1480;1500;1510;1990;1000;1490;1000;1000;1990
1240;1480;1500;1500;2000;1000;1490;1000;1000;1990
1240;1480;1500;1500;2000;1000;1490;1000;1000;1990
1240;1480;1500;1500;1990;1000;1490;1010;990;1990
1240;1480;1500;1500;1990;1000;1490;1010;990;2000
1240;1480;1500;1510;2000;1000;1490;1010;1000;2000
1240;1480;1500;1510;2000;1000;1490;1010;1000;1990
1240;1480;1500;1500;1990;1000;1490;1010;1000;1990
1250;1480;1500;1500;1990;1000;1490;1010;1000;1990
1240;1480;1500;1510;1990;1000;1490;1000;1000;1990
1240;1480;1500;1510;1990;1000;1490;1000;1000;2000
1240;1480;1500;1510;1990;990;1490;1000;1000;1990
1240;1480;1500;1500;2000;990;1490;1000;1000;1990
1240;1490;1500;1500;1990;1000;1490;1000;1000;1990
1240;1480;1500;1510;1990;1000;1490;1000;1000;1990
1240;1480;1500;1500;2000;1000;1490;1000;1000;1990
1240;1480;1500;1500;1990;1000;1490;1000;1000;1990
1240;1480;1500;1500;2000;1000;1490;1000;1000;1990
1240;1480;1500;1500;1990;990;1490;1000;1000;1990
1240;1480;1500;1510;2000;990;1490;1000;1000;2000
1240;1480;1500;1500;1990;990;1490;1000;1000;2000
1240;1480;1500;1510;1990;1000;1490;1000;1000;2000
1240;1480;1500;1500;1990;1000;1490;1000;1000;2000
1250;1480;1500;1500;1990;1000;1490;1000;990;2000
1240;1480;1500;1500;1990;1000;1490;1000;990;1990
1250;1480;1500;1500;1990;1000;1500;1000;990;1990
1240;1480;1500;1500;2000;1000;1500;1000;1000;1990
1240;1480;1500;1500;1990;1000;1490;1000;1000;2000
1240;1480;1500;1500;1990;1000;1490;1010;1000;1990
1240;1480;1490;1500;2000;1000;1490;1010;1000;1990
1240;1490;1500;1500;2000;1000;1490;1010;1000;1990
1250;1480;1500;1500;1990;1000;1500;1000;1000;1990
1240;1480;1500;1500;1990;1000;1500;1000;1000;1990
1240;1480;1500;1500;1990;1000;1490;1000;1000;2000
1250;1480;1500;1500;1990;1000;1490;1000;1000;2000
1240;1480;1500;1500;1990;1000;1490;1010;1000;2000
1240;1480;1500;1500;2000;1000;1490;1010;1000;1990
1240;1480;1490;1500;2000;1000;1490;1000;1000;1990
1240;1480;1500;1500;1990;1000;1490;1000;990;1990
1250;1480;1500;1510;1990;1000;1490;1000;990;1990
1240;1480;1500;1500;1990;1000;1490;1000;990;1990
1240;1480;1500;1500;1990;1000;1500;1000;990;1990
1240;1480;1500;1500;1990;1000;1490;1000;1000;1990
1240;1480;1500;1510;2000;1000;1490;1000;1000;1990
1240;1480;1500;1500;2000;1000;1490;1000;1000;1990
1240;1480;1500;1500;1990;1000;1490;1000;1000;1990
1240;1480;1500;1500;1990;1000;1490;1000;1000;1990
1240;1480;1490;1500;1990;1000;1490;1000;1000;1990
1250;1480;1500;1500;1990;1000;1490;1000;1000;1990
1240;1480;1500;1500;2000;1000;1490;1000;1000;1990
1250;1480;1500;1500;1990;1000;1490;1000;1000;1990
1250;1480;1500;1500;1990;1000;1490;1000;1000;1990
1250;1480;1500;1510;1990;1000;1490;1000;1000;1990
1250;1480;1500;1500;2000;990;1490;1000;1000;1990
1240;1480;1500;1500;2000;990;1490;1000;1000;1990
1240;1480;1490;1500;1990;1000;1490;1000;1000;1990
1240;1480;1500;1500;1990;1000;1490;1000;1000;1990
1250;1480;1500;1500;2000;1000;1490;1000;1000;2000
1240;1480;1500;1500;1990;1000;1490;1000;1000;2000
1240;1480;1500;1500;1990;1000;1490;1010;1000;2000
1250;1480;1500;1510;2000;1000;1490;1010;1000;1990
1240;1480;1500;1510;1990;1000;1500;1010;1000;1990
1240;1480;1500;1500;2000;1000;1500;1000;1000;1990
1240;1480;1500;1500;1990;1000;1500;1000;1000;1990
1240;1480;1500;1500;2000;1000;1500;1000;1000;1990
1240;1480;1500;1510;1990;1000;1500;1000;1000;1990
1240;1480;1490;1510;1990;1000;1490;1000;1000;1990
1240;1480;1500;1500;1990;1000;1490;1000;990;1990
1240;1480;1500;1510;1990;1000;1490;1000;990;1990
1250;1480;1500;1510;2000;1000;1500;1010;990;1990
1240;1480;1500;1500;1990;1000;1500;1010;1000;1990
1240;1480;1500;1510;1990;1000;1490;1010;1000;1990
1240;1480;1500;1500;1990;1000;1490;1010;990;1990
1240;1480;1500;1500;2000;1000;1490;1010;990;1990
1240;1480;1500;1500;2000;1000;1490;1010;990;1990
1250;1480;1500;1500;1990;1000;1490;1010;990;1990
1250;1480;1500;1500;1990;1000;1490;1010;990;2000
1250;1480;1500;1500;1990;1000;1490;1010;990;2000
1240;1480;1500;1510;1990;1000;1500;1000;990;2000
1240;1480;1500;1510;2000;1000;1500;1000;1000;2000
1240;1480;1500;1500;1990;1000;1500;1000;1000;2000
1240;1480;1500;1500;1990;1000;1500;1000;1000;2000
1240;1480;1500;1500;1990;1000;1490;1000;1000;2000
1240;1480;1500;1500;1990;1000;1490;1000;1000;1990
1240;1480;1500;1500;2000;1000;1500;1000;990;1990
1240;1480;1500;1500;1990;1000;1500;1000;990;2000
1240;1480;1500;1510;1990;1000;1500;1000;990;2000
1250;1480;1500;1500;1990;1000;1500;1000;990;2000
1240;1490;1500;1510;1990;1000;1500;1000;990;2000
1250;1480;1500;1510;1990;1000;1500;1000;1000;1990
1240;1490;1500;1500;1990;1000;1500;1000;1000;1990
1240;1480;1500;1500;1990;1000;1500;1000;1000;1990
1240;1490;1500;1500;1990;1000;1490;1000;1000;1990
1250;1480;1500;1500;1990;1000;1490;1000;990;1990
1240;1480;1500;1500;1990;1000;1490;1000;990;1990
1240;1480;1500;1510;1990;1000;1490;1000;990;1990
1240;1480;1500;1500;2000;1000;1490;1010;990;1990
1240;1480;1500;1500;1990;1000;1490;1010;1000;1990
1240;1480;1500;1500;1990;1000;1500;1010;1000;1990
1240;1480;1500;1500;2000;1000;1500;1010;1000;1990
1250;1480;1500;1500;1990;1000;1500;1010;1000;1990
1240;1480;1500;1510;1990;1000;1500;1010;990;1990
1240;1480;1500;1500;1990;1000;1500;1010;990;1990
1240;1480;1500;1510;1990;990;1490;1000;990;2000
1240;1480;1500;1500;1990;990;1500;1000;990;2000
1250;1480;1490;1500;1990;1000;1500;1000;1000;2000
1240;1480;1500;1500;1990;1000;1490;1000;1000;2000
1240;1480;1500;1510;1990;1000;1490;1000;1000;1990
1240;1490;1500;1500;2000;1000;1490;1000;1000;1990
1240;1480;1500;1500;1990;1000;1490;1000;1000;1990
1240;1480;1500;1500;1990;1000;1490;1000;1000;1990
1240;1480;1500;1500;1990;1000;1490;1000;1000;1990
1250;1480;1500;1500;2000;1000;1490;1010;1000;2000
1240;1480;1500;1500;1990;1000;1490;1000;990;2000
1240;1480;1500;1500;2000;1000;1490;1000;990;2000
1240;1480;1500;1500;1990;1000;1490;1000;990;2000
1240;1480;1500;1500;1990;1000;1490;1000;1000;1990
1250;1480;1500;1510;2000;990;1490;1000;1000;1990
1240;1480;1500;1500;1990;990;1490;1000;1000;2000
1240;1480;1500;1500;2000;1000;1490;1000;1000;2000
1250;1480;1490;1500;2000;1000;1490;1010;990;1990
1240;1480;1500;1510;2000;1000;1490;1010;990;1990
1240;1480;1500;1500;2000;1000;1490;1010;990;1990
1250;1480;1500;1500;1990;1000;1490;1000;1000;1990
1240;1480;1500;1500;2000;1000;1490;1000;1000;1990
1240;1480;1500;1510;1990;1000;1490;1000;1000;1990
1240;1480;1500;1500;2000;1000;1490;1000;1000;1990
1240;1480;1500;1500;2000;1000;1490;1000;1000;1990
1240;1480;1500;1500;1990;1000;1490;1000;1000;2000
1240;1480;1500;1500;2000;1000;1500;1000;1000;2000
1240;1490;1500;1510;2000;1000;1500;1000;1000;1990
1240;1480;1500;1500;1990;1000;1500;1000;1000;1990
1240;1480;1500;1510;1990;1000;1490;1000;1000;1990
1240;1480;1490;1510;2000;1000;1490;1000;990;1990
1240;1480;1500;1510;1990;1000;1490;1000;990;1990
1240;1480;1500;1500;1990;1000;1490;1000;990;1990
1250;1490;1500;1500;1990;1000;1490;1000;1000;1990
1240;1480;1500;1500;1990;1000;1490;1000;1000;2000
1240;1480;1490;1500;2000;990;1490;1000;1000;2000
1240;1480;1500;1510;1990;990;1490;1000;990;2000
1240;1480;1500;1500;1990;990;1490;1000;990;1990
1250;1480;1500;1500;2000;990;1490;1000;990;1990
1240;1480;1500;1500;1990;1000;1490;1010;990;1990
1240;1480;1500;1510;2000;1000;1500;1010;990;1990
1240;1480;1500;1500;1990;990;1500;1010;1000;1990
1250;1480;1500;1510;1990;990;1500;1000;1000;1990
1240;1480;1500;1500;1990;990;1500;1000;1000;1990
1240;1480;1500;1510;1990;1000;1500;1000;1000;1990
1240;1480;1500;1510;1990;1000;1500;1000;1000;1990
1240;1480;1500;1510;1990;1000;1500;1000;990;1990
1240;1480;1500;1510;2000;1000;1490;1000;990;1990
1240;1480;1500;1510;1990;1000;1490;1000;990;1990
1250;1480;1500;1510;1990;1000;1490;1000;1000;1990
1250;1480;1500;1500;2000;1000;1490;1000;1000;1990
1240;1480;1500;1500;2000;1000;1500;1000;990;2000
1240;1480;1500;1500;1990;1000;1500;1000;990;2000
1240;1480;1500;1500;1990;990;1500;1000;990;2000
1250;1480;1500;1500;1990;990;1500;1000;990;2000
1240;1480;1500;1500;1990;990;1500;1010;1000;1990
1250;1480;1500;1510;1990;1000;1490;1000;990;1990
1240;1480;1500;1510;1990;1000;1490;1000;990;1990
1250;1480;1500;1510;1990;990;1490;1000;1000;1990
1240;1480;1500;1500;1990;1000;1500;1010;990;1990
1250;1480;1500;1500;2000;1000;1500;1010;990;1990
1240;1480;1500;1500;1990;1000;1500;1010;990;1990
1240;1480;1500;1510;1990;1000;1500;1010;990;1990
1240;1480;1500;1500;1990;1000;1490;1000;1000;1990
1240;1480;1500;1500;1990;1000;1490;1000;1000;1990
1250;1480;1500;1500;1990;1000;1500;1000;990;1990
1250;1480;1490;1500;1990;1000;1500;1000;990;1990
1250;1480;1500;1500;1990;1000;1500;1000;990;1990
1240;1480;1500;1500;1990;1000;1500;1000;990;1990
1240;1480;1500;1510;2000;1000;1490;1000;990;1990
1250;1480;1500;1510;1990;1000;1490;1000;1000;1990
1240;1480;1500;1510;1990;1000;1500;1000;1000;1990
1250;1480;1500;1500;2000;1000;1500;990;990;2000
1240;1480;1500;1500;1990;1000;1500;990;990;2000
1250;1480;1500;1510;1990;1000;1500;1000;990;1990
1250;1480;1500;1500;1990;1000;1500;1000;990;1990
1250;1480;1500;1510;2000;1000;1500;1000;990;1990
1240;1480;1500;1500;1990;1000;1500;1000;990;1990
1250;1480;1500;1510;1990;1000;1500;1000;1000;1990
1250;1480;1500;1510;2000;1000;1490;1000;1000;1990
1240;1480;1500;1500;1990;1000;1490;1000;1000;1990
1240;1480;1500;1510;2000;1000;1490;1000;1000;1990
1240;1480;1500;1510;1990;1000;1490;1000;1000;1990
1240;1480;1500;1510;1990;1000;1490;1000;1000;2000
1250;1490;1500;1500;1990;1000;1490;1000;1000;1990
1240;1480;1500;1500;1990;1000;1490;1000;1000;1990
1250;1480;1500;1510;1990;1000;1490;1000;990;1980
1250;1480;1500;1500;1990;1000;1490;1000;990;1980
1240;1480;1500;1500;2000;1000;1490;1000;990;1990
1240;1480;1500;1500;2000;1000;1490;1010;990;1990
1240;1480;1500;1500;2000;1000;1490;1010;990;1990
1250;1490;1500;1500;2000;1000;1500;1000;1000;1990
1240;1480;1500;1500;1990;1000;1500;1000;990;2000
1240;1480;1500;1500;1990;1000;1500;1000;990;2000
